order_id,order_date,date_id,customer_id,store_id,employee_id,payment_method,order_status,total_revenue,total_cost
ORD0002877,10/03/2024,20240310,CUS01846,12,EMP0174,Debit Card,Completed,230,110
ORD0008455,10/03/2024,20240310,CUS02244,15,EMP0213,Credit Card,Completed,657,360
ORD0004987,11/03/2024,20240311,CUS00818,10,EMP0154,  Vodafone Cash  ,Completed,37794,32660
ORD0006595,11/03/2024,20240311,CUS02454,2,EMP0035,InstaPay,Completed,1880,920
ORD0010378,11/03/2024,20240311,CUS02925,14,EMP0203,Credit Card,Completed,300,150
ORD0001198,11/03/2024,20240311,CUS02506,3,EMP0073,  Fawry  ,Completed,300,150
ORD0009678,11/03/2024,20240311,CUS02413,10,EMP0156,  Fawry  ,Completed,30110.5,32000
ORD0010001,11/03/2024,20240311,CUS01842,15,EMP0206,Fawry,Completed,449,290
ORD0010627,11/03/2024,20240311,CUS01436,5,,Fawry,Completed,270,130
ORD0010758,11/03/2024,20240311,CUS02452,11,EMP0165,  Vodafone Cash  ,Completed,696,410
ORD0004488,11/03/2024,20240311,CUS00568,14,EMP0200,Fawry,Completed,976.5,540
ORD0002208,11/03/2024,20240311,CUS01312,4,EMP0081,  Debit Card  ,Completed,860,420
ORD0005628,11/03/2024,20240311,CUS00461,12,EMP0181,InstaPay,Completed,1720,840
ORD0008834,11/03/2024,20240311,CUS02790,13,EMP0193,Cash,Completed,210,100
ORD0000641,12/03/2024,20240312,CUS00317,2,EMP0051,Vodafone Cash,Completed,480,230
ORD0007160,12/03/2024,20240312,CUS00068,11,EMP0167,  Fawry  ,Completed,966,500
ORD0007208,12/03/2024,20240312,CUS00677,2,EMP0039,Vodafone Cash,Completed,648,330
ORD0009317,12/03/2024,20240312,CUS00393,4,EMP0088,InstaPay,Completed,2079.5,1100
ORD0006312,12/03/2024,20240312,CUS02844,3,EMP0072,InstaPay,Completed,216,130
ORD0004954,12/03/2024,20240312,CUS00425,1,EMP0001,  Cash  ,Completed,740,360
ORD0005630,12/03/2024,20240312,CUS00822,8,EMP0139,InstaPay,Completed,2690,1430
ORD0001318,12/03/2024,20240312,CUS01506,1,EMP0009,Vodafone Cash,Cancelled,288,150
ORD0006292,12/03/2024,20240312,CUS00952,5,EMP0108,Cash,Completed,870,460
ORD0009057,12/03/2024,20240312,CUS01261,11,EMP0166,  Cash  ,Completed,15704,12350
ORD0005229,12/03/2024,20240312,CUS02213,6,,  Fawry  ,Completed,475,240
ORD0010770,12/03/2024,20240312,CUS02281,2,EMP0047,Cash,Completed,480,230
ORD0000360,13/03/2024,20240313,CUS00153,7,EMP0135,Vodafone Cash,Cancelled,738,390
ORD0003043,13/03/2024,20240313,CUS01254,4,EMP0093,  InstaPay  ,Completed,1065,600
ORD0002830,13/03/2024,20240313,CUS02685,5,EMP0099,Cash,Completed,126,70
ORD0003151,13/03/2024,20240313,CUS02154,6,EMP0120,  InstaPay  ,Completed,240,120
ORD0010384,13/03/2024,20240313,CUS00683,4,EMP0081,Debit Card,Completed,1624.5,840
ORD0000017,13/03/2024,20240313,CUS01929,9,EMP0148,InstaPay,Returned,8285,6540
ORD0011049,13/03/2024,20240313,CUS01227,13,EMP0185,Credit Card,Completed,700,350
ORD0000335,13/03/2024,20240313,CUS02300,12,EMP0176,Vodafone Cash,Returned,447,250
ORD0009656,13/03/2024,20240313,CUS02827,2,EMP0049,Cash,Completed,150,70
ORD0011227,14/03/2024,20240314,CUS00642,5,EMP0096,  InstaPay  ,Cancelled,1800,1500
ORD0001775,14/03/2024,20240314,CUS00103,3,EMP0073,Credit Card,Completed,1104,550
ORD0005155,14/03/2024,20240314,CUS01667,11,EMP0168,Debit Card,Completed,520,250
ORD0011681,14/03/2024,20240314,CUS01335,5,EMP0110,Fawry,Completed,932,470
ORD0002038,14/03/2024,20240314,CUS02565,14,EMP0199,Debit Card,Completed,2622,1960
ORD0011419,14/03/2024,20240314,CUS01720,14,EMP0200,Debit Card,Completed,1872,1000
ORD0009575,14/03/2024,20240314,CUS02383,6,EMP0118,  Fawry  ,Returned,2090,1020
ORD0011097,14/03/2024,20240314,CUS02867,6,EMP0120,Debit Card,Completed,210,100
ORD0011164,14/03/2024,20240314,CUS02403,1,,  Credit Card  ,Completed,907,470
ORD0010276,14/03/2024,20240314,CUS01352,3,EMP0060,Fawry,Completed,6634.5,5380
ORD0001431,15/03/2024,20240315,CUS01704,8,EMP0144,InstaPay,Completed,221,120
ORD0010335,15/03/2024,20240315,CUS02155,4,EMP0092,Vodafone Cash,Completed,1950,1380
ORD0000495,15/03/2024,20240315,CUS01170,7,EMP0135,Cash,Completed,990,470
ORD0005354,15/03/2024,20240315,CUS01569,5,EMP0109,Fawry,Completed,1030,490
ORD0010207,15/03/2024,20240315,CUS00285,7,EMP0128,Cash,Completed,1746,880
ORD0003437,15/03/2024,20240315,CUS01183,5,EMP0098,Cash,Completed,1200,590
ORD0011520,15/03/2024,20240315,CUS00926,4,EMP0091,Cash,Completed,1398,740
ORD0006656,15/03/2024,20240315,CUS02254,6,EMP0120,InstaPay,Completed,17789,13710
ORD0007003,15/03/2024,20240315,CUS01774,2,EMP0050,Cash,Returned,698,340
ORD0006098,16/03/2024,20240316,CUS00774,1,EMP0019,  Debit Card  ,Completed,1226,610
ORD0008555,16/03/2024,20240316,CUS01612,6,EMP0122,Vodafone Cash,Completed,684,360
ORD0010046,16/03/2024,20240316,CUS02306,7,EMP0130,  InstaPay  ,Completed,1040,520
ORD0005980,16/03/2024,20240316,CUS00563,3,,Vodafone Cash,Completed,16620,14770
ORD0002642,16/03/2024,20240316,CUS02549,11,EMP0166,Debit Card,Returned,1390,720
ORD0010599,16/03/2024,20240316,CUS01620,1,EMP0005,Fawry,Completed,548.5,280
ORD0000012,16/03/2024,20240316,CUS01090,3,EMP0073,  Debit Card  ,Completed,2360,1160
ORD0003097,16/03/2024,20240316,CUS00466,1,EMP0011,Cash,Completed,1051,530
ORD0003541,16/03/2024,20240316,CUS00543,2,EMP0029,Fawry,Completed,1410,690
ORD0007267,16/03/2024,20240316,CUS01265,4,EMP0087,Cash,Completed,330.5,160
ORD0006701,16/03/2024,20240316,CUS00187,10,EMP0163,Fawry,Completed,470,220
ORD0001203,16/03/2024,20240316,CUS01925,1,EMP0020,Fawry,Completed,850,420
ORD0011471,17/03/2024,20240317,CUS01309,12,EMP0175,  Fawry  ,Completed,872.5,420
ORD0005786,17/03/2024,20240317,CUS00391,4,,Cash,Completed,380,180
ORD0008564,17/03/2024,20240317,CUS00571,4,EMP0080,  InstaPay  ,Completed,558.5,330
ORD0005806,17/03/2024,20240317,CUS01998,11,EMP0168,Cash,Completed,1773,950
ORD0008856,17/03/2024,20240317,CUS01707,1,EMP0019,Cash,Completed,4000,4000
ORD0004236,17/03/2024,20240317,CUS02583,4,EMP0084,Cash,Completed,1232,630
ORD0008437,17/03/2024,20240317,CUS00662,5,EMP0108,Fawry,Returned,11448,9680
ORD0003926,17/03/2024,20240317,CUS02043,1,EMP0014,Fawry,Completed,13455.5,10630
ORD0005919,17/03/2024,20240317,CUS02653,4,EMP0090,  Vodafone Cash  ,Completed,3984,2000
ORD0009259,17/03/2024,20240317,CUS00027,5,EMP0112,Debit Card,Completed,7740,8140
ORD0009897,17/03/2024,20240317,CUS01329,5,EMP0112,Credit Card,Completed,19309,15330
ORD0002280,17/03/2024,20240317,CUS00407,3,EMP0058,Vodafone Cash,Completed,747,410
ORD0000056,18/03/2024,20240318,CUS02933,14,EMP0202,Cash,Completed,240,120
ORD0009335,18/03/2024,20240318,CUS01879,3,EMP0074,Fawry,Completed,427.5,270
ORD0002325,18/03/2024,20240318,CUS00827,1,EMP0014,Debit Card,Completed,610,300
ORD0008753,18/03/2024,20240318,CUS01180,9,EMP0146,Cash,Completed,1869,960
ORD0001728,18/03/2024,20240318,CUS00437,12,EMP0179,Cash,Completed,495,260
ORD0008604,18/03/2024,20240318,CUS01427,11,EMP0166,  Debit Card  ,Completed,98,60
ORD0006807,18/03/2024,20240318,CUS02089,9,EMP0151,Fawry,Returned,1496,880
ORD0006722,18/03/2024,20240318,CUS02760,4,EMP0091,  Debit Card  ,Completed,220,100
ORD0000889,19/03/2024,20240319,CUS00242,7,EMP0135,Cash,Completed,722,370
ORD0003070,19/03/2024,20240319,CUS01395,2,EMP0039,InstaPay,Completed,39168.5,32810
ORD0010472,19/03/2024,20240319,CUS00004,6,EMP0117,Credit Card,Completed,7273,8160
ORD0011217,19/03/2024,20240319,CUS01248,1,EMP0009,InstaPay,Completed,192,120
ORD0009483,19/03/2024,20240319,CUS02503,2,EMP0033,Credit Card,Completed,720,360
ORD0003287,19/03/2024,20240319,CUS00272,12,EMP0176,  Debit Card  ,Completed,1550,920
ORD0003374,19/03/2024,20240319,CUS00450,13,EMP0185,InstaPay,Completed,631.5,340
ORD0006142,20/03/2024,20240320,CUS01433,2,EMP0046,Credit Card,Completed,5497,4810
ORD0002114,20/03/2024,20240320,CUS02798,8,EMP0144,Debit Card,Completed,416.5,230
ORD0008229,20/03/2024,20240320,CUS01603,2,EMP0033,Credit Card,Completed,907,470
ORD0005195,20/03/2024,20240320,CUS01912,3,EMP0066,Fawry,Completed,10900,11400
ORD0003352,20/03/2024,20240320,CUS00964,5,EMP0110,Vodafone Cash,Completed,475,240
ORD0005329,20/03/2024,20240320,CUS01659,12,EMP0182,Cash,Completed,1075.5,610
ORD0006081,20/03/2024,20240320,CUS01085,3,EMP0057,InstaPay,Completed,1460,750
ORD0005995,20/03/2024,20240320,CUS00948,3,EMP0072,Cash,Completed,2124,1400
ORD0008074,20/03/2024,20240320,CUS01271,1,EMP0011,Fawry,Completed,6160,4820
ORD0007754,20/03/2024,20240320,CUS01014,7,EMP0132,  Fawry  ,Completed,1583,1140
ORD0002351,20/03/2024,20240320,CUS00177,9,EMP0146,Vodafone Cash,Completed,16308,14340
ORD0010544,20/03/2024,20240320,CUS00445,12,EMP0174,Debit Card,Returned,2193,1110
ORD0004915,20/03/2024,20240320,CUS01197,1,EMP0024,InstaPay,Completed,618,330
ORD0009719,20/03/2024,20240320,CUS02848,8,EMP0144,Fawry,Returned,504,280
ORD0001410,20/03/2024,20240320,CUS01638,6,EMP0115,  InstaPay  ,Completed,2683.5,1520
ORD0000621,20/03/2024,20240320,CUS00299,7,EMP0131,  Credit Card  ,Completed,3733,1850
ORD0010951,20/03/2024,20240320,CUS01684,15,EMP0208,Vodafone Cash,Completed,2806,1400
ORD0003454,20/03/2024,20240320,CUS00796,3,EMP0076,Credit Card,Completed,1371,670
ORD0007326,21/03/2024,20240321,CUS00788,2,EMP0047,Debit Card,Completed,820,460
ORD0001572,21/03/2024,20240321,CUS02327,8,EMP0138,Credit Card,Completed,243,120
ORD0004326,21/03/2024,20240321,CUS00081,2,EMP0038,Debit Card,Completed,1408,1010
ORD0008143,21/03/2024,20240321,CUS00817,2,EMP0037,Debit Card,Returned,12650,9780
ORD0001610,21/03/2024,20240321,CUS02486,3,EMP0068,InstaPay,Completed,1499,870
ORD0008079,21/03/2024,20240321,CUS00856,1,EMP0019,Vodafone Cash,Completed,1525,880
ORD0011581,21/03/2024,20240321,CUS02246,5,EMP0098,Fawry,Returned,2822,1410
ORD0001747,21/03/2024,20240321,CUS02079,2,EMP0030,Credit Card,Completed,1045.5,530
ORD0003345,21/03/2024,20240321,CUS01257,4,EMP0085,InstaPay,Cancelled,7500,6000
ORD0002904,21/03/2024,20240321,CUS00889,3,EMP0073,Cash,Completed,85.5,40
ORD0003790,21/03/2024,20240321,CUS02586,5,EMP0095,  Debit Card  ,Completed,960,460
ORD0001774,21/03/2024,20240321,CUS01602,11,EMP0164,Cash,Cancelled,540,290
ORD0006275,22/03/2024,20240322,CUS00115,9,EMP0146,Credit Card,Completed,2291,1800
ORD0000527,22/03/2024,20240322,CUS00584,15,EMP0207,Fawry,Completed,1590,760
ORD0008797,22/03/2024,20240322,CUS02091,2,EMP0049,Vodafone Cash,Completed,1319,720
ORD0005654,22/03/2024,20240322,CUS02414,6,EMP0115,  Fawry  ,Completed,983,550
ORD0005188,22/03/2024,20240322,CUS02325,14,EMP0200,Cash,Cancelled,404,250
ORD0004679,22/03/2024,20240322,CUS00226,1,EMP0014,InstaPay,Completed,33188,31260
ORD0001265,22/03/2024,20240322,CUS02059,7,EMP0131,Vodafone Cash,Completed,14547,12110
ORD0001648,22/03/2024,20240322,CUS01630,2,EMP0044,  Vodafone Cash  ,Completed,1040,510
ORD0011363,22/03/2024,20240322,CUS01459,7,EMP0135,Debit Card,Completed,726.5,390
ORD0009572,22/03/2024,20240322,CUS01510,11,EMP0171,Cash,Completed,2538,1260
ORD0002163,22/03/2024,20240322,CUS02784,3,EMP0069,  Fawry  ,Completed,1278,660
ORD0001768,22/03/2024,20240322,CUS00436,1,EMP0019,InstaPay,Completed,4500,4800
ORD0010938,22/03/2024,20240322,CUS01473,10,EMP0162,  InstaPay  ,Completed,16954,14960
ORD0008242,22/03/2024,20240322,CUS00618,12,EMP0183,Credit Card,Returned,280,140
ORD0001106,22/03/2024,20240322,CUS01772,7,EMP0130,Credit Card,Returned,28760,24130
ORD0000790,23/03/2024,20240323,CUS00292,15,EMP0208,Fawry,Completed,130,60
ORD0010352,23/03/2024,20240323,CUS02941,2,EMP0037,InstaPay,Completed,380,180
ORD0006866,23/03/2024,20240323,CUS02044,1,EMP0003,  Credit Card  ,Returned,2460,1190
ORD0008551,23/03/2024,20240323,CUS00790,2,EMP0054,Fawry,Completed,1839,920
ORD0007469,23/03/2024,20240323,CUS02513,11,,Vodafone Cash,Completed,1066,530
ORD0002986,23/03/2024,20240323,CUS00335,1,,Credit Card,Completed,1782.5,930
ORD0006015,23/03/2024,20240323,CUS01401,2,EMP0046,  Fawry  ,Cancelled,1040,520
ORD0011796,23/03/2024,20240323,CUS02379,11,EMP0169,Vodafone Cash,Completed,13501,12340
ORD0005250,23/03/2024,20240323,CUS01716,11,EMP0168,Debit Card,Completed,260,130
ORD0011563,24/03/2024,20240324,CUS00204,4,EMP0085,Fawry,Completed,9994,9930
ORD0007527,24/03/2024,20240324,CUS02841,6,EMP0120,  Credit Card  ,Returned,853,420
ORD0003716,24/03/2024,20240324,CUS00465,4,EMP0084,Fawry,Completed,1416,870
ORD0003450,24/03/2024,20240324,CUS01972,5,EMP0104,Credit Card,Completed,940,440
ORD0002528,24/03/2024,20240324,CUS02231,1,EMP0016,Debit Card,Completed,2056,1060
ORD0006183,24/03/2024,20240324,CUS01278,1,,Cash,Completed,833.5,410
ORD0005799,24/03/2024,20240324,CUS01327,1,EMP0013,Credit Card,Completed,144,70
ORD0000494,24/03/2024,20240324,CUS01676,12,EMP0181,Fawry,Completed,765,450
ORD0002959,24/03/2024,20240324,CUS02281,10,EMP0153,InstaPay,Completed,120,70
ORD0001447,24/03/2024,20240324,CUS02521,2,EMP0039,Fawry,Completed,2181.5,1160
ORD0003429,24/03/2024,20240324,CUS02418,3,EMP0077,InstaPay,Completed,979,490
ORD0009884,25/03/2024,20240325,CUS01425,5,EMP0106,Cash,Completed,1661.5,870
ORD0011542,25/03/2024,20240325,CUS02965,6,EMP0126,InstaPay,Completed,17892,16570
ORD0005422,25/03/2024,20240325,CUS02211,2,EMP0043,Debit Card,Completed,150,70
ORD0004828,25/03/2024,20240325,CUS02921,3,EMP0062,Credit Card,Completed,736,400
ORD0000094,25/03/2024,20240325,CUS00052,11,EMP0166,  Debit Card  ,Completed,20250,19000
ORD0006560,25/03/2024,20240325,CUS01393,6,EMP0113,Cash,Completed,24652,19630
ORD0006362,26/03/2024,20240326,CUS00555,11,EMP0172,  Vodafone Cash  ,Completed,530,260
ORD0007828,26/03/2024,20240326,CUS02716,13,EMP0185,Fawry,Completed,1661.5,940
ORD0007859,26/03/2024,20240326,CUS00972,11,EMP0164,Vodafone Cash,Completed,720,420
ORD0006335,26/03/2024,20240326,CUS02670,4,EMP0085,  Vodafone Cash  ,Completed,1915.5,940
ORD0005604,26/03/2024,20240326,CUS00551,2,EMP0036,InstaPay,Completed,1273,700
ORD0009566,26/03/2024,20240326,CUS02519,10,EMP0160,Credit Card,Completed,123.5,60
ORD0005124,26/03/2024,20240326,CUS02703,7,EMP0131,InstaPay,Completed,36038,28720
ORD0010569,26/03/2024,20240326,CUS02550,14,EMP0201,InstaPay,Completed,11905,9810
ORD0005951,26/03/2024,20240326,CUS01235,3,EMP0078,Cash,Completed,320,160
ORD0003312,26/03/2024,20240326,CUS02056,5,EMP0104,Cash,Completed,1656,840
ORD0003057,26/03/2024,20240326,CUS00421,4,EMP0087,InstaPay,Completed,207,110
ORD0008190,26/03/2024,20240326,CUS01650,7,EMP0131,Fawry,Completed,1677.5,830
ORD0011091,27/03/2024,20240327,CUS01772,14,EMP0199,Vodafone Cash,Completed,11969.5,10550
ORD0000006,27/03/2024,20240327,CUS01574,11,EMP0172,Credit Card,Completed,288,180
ORD0001606,27/03/2024,20240327,CUS02617,13,EMP0189,Credit Card,Completed,6300,5600
ORD0001558,27/03/2024,20240327,CUS00440,8,EMP0142,  Cash  ,Cancelled,1089.5,610
ORD0010493,27/03/2024,20240327,CUS01373,2,EMP0044,Debit Card,Completed,98,60
ORD0005636,27/03/2024,20240327,CUS00346,11,EMP0171,Credit Card,Cancelled,1341,760
ORD0008644,27/03/2024,20240327,CUS00165,9,EMP0147,  Vodafone Cash  ,Completed,4064,2860
ORD0002957,27/03/2024,20240327,CUS00602,3,EMP0075,InstaPay,Completed,739.5,420
ORD0010961,27/03/2024,20240327,CUS01277,3,EMP0057,  Debit Card  ,Completed,430,210
ORD0007319,27/03/2024,20240327,CUS01044,8,EMP0137,InstaPay,Completed,1030,500
ORD0002985,27/03/2024,20240327,CUS02991,2,EMP0038,Credit Card,Completed,247,130
ORD0010602,27/03/2024,20240327,CUS01968,2,EMP0047,Debit Card,Completed,1260,650
ORD0000042,28/03/2024,20240328,CUS02171,15,EMP0216,InstaPay,Completed,27270,24300
ORD0004391,28/03/2024,20240328,CUS00287,7,EMP0128,Credit Card,Completed,830,410
ORD0011770,28/03/2024,20240328,CUS02841,1,EMP0001,InstaPay,Completed,320,140
ORD0002166,28/03/2024,20240328,CUS02205,15,EMP0215,Fawry,Completed,718,400
ORD0006143,28/03/2024,20240328,CUS02167,14,EMP0195,InstaPay,Returned,280,120
ORD0004974,28/03/2024,20240328,CUS01968,13,EMP0190,Cash,Returned,990,640
ORD0006445,28/03/2024,20240328,CUS00784,5,EMP0106,Credit Card,Completed,90,40
ORD0005171,28/03/2024,20240328,CUS00225,11,EMP0168,Cash,Completed,15582.5,11850
ORD0009125,28/03/2024,20240328,CUS01300,3,EMP0072,Credit Card,Completed,617.5,300
ORD0001580,28/03/2024,20240328,CUS00476,7,EMP0136,Debit Card,Completed,920,440
ORD0004514,29/03/2024,20240329,CUS02610,1,EMP0024,Credit Card,Completed,230,110
ORD0001048,29/03/2024,20240329,CUS01765,6,EMP0125,Credit Card,Completed,532,240
ORD0007881,29/03/2024,20240329,CUS01268,3,EMP0064,Credit Card,Completed,1010,490
ORD0005281,29/03/2024,20240329,CUS01134,3,EMP0065,  Vodafone Cash  ,Completed,2547,1290
ORD0010767,29/03/2024,20240329,CUS01854,1,EMP0001,InstaPay,Completed,351,180
ORD0008774,29/03/2024,20240329,CUS01828,2,EMP0030,Cash,Completed,666,330
ORD0001455,29/03/2024,20240329,CUS01260,12,EMP0175,Debit Card,Completed,119,60
ORD0004670,29/03/2024,20240329,CUS00321,3,EMP0075,Credit Card,Completed,1461,810
ORD0001810,29/03/2024,20240329,CUS02782,12,EMP0175,Debit Card,Completed,1584,830
ORD0010918,29/03/2024,20240329,CUS01410,9,EMP0149,Fawry,Returned,900,800
ORD0003978,29/03/2024,20240329,CUS01446,11,EMP0171,Credit Card,Completed,1065,520
ORD0006013,29/03/2024,20240329,CUS01586,1,EMP0001,  Debit Card  ,Returned,140,70
ORD0006846,29/03/2024,20240329,CUS00644,4,EMP0085,Vodafone Cash,Cancelled,1112,620
ORD0006935,30/03/2024,20240330,CUS02405,3,EMP0062,InstaPay,Completed,1577,820
ORD0005441,30/03/2024,20240330,CUS00051,3,EMP0059,Fawry,Completed,1023.5,540
ORD0008212,30/03/2024,20240330,CUS01791,8,EMP0143,Debit Card,Returned,333,180
ORD0004583,30/03/2024,20240330,CUS01560,1,EMP0023,Debit Card,Completed,828,450
ORD0005280,30/03/2024,20240330,CUS00663,1,,Debit Card,Completed,213,110
ORD0008873,30/03/2024,20240330,CUS01346,3,EMP0075,Cash,Completed,360,210
ORD0010020,30/03/2024,20240330,CUS02089,15,EMP0215,  Credit Card  ,Completed,4009.5,3230
ORD0002729,30/03/2024,20240330,CUS02596,2,,Credit Card,Completed,1345.5,760
ORD0008691,30/03/2024,20240330,CUS02063,3,EMP0063,Vodafone Cash,Returned,800,430
ORD0002595,31/03/2024,20240331,CUS02261,3,EMP0058,Cash,Completed,952,480
ORD0005935,31/03/2024,20240331,CUS01569,6,,InstaPay,Completed,861,430
ORD0002294,31/03/2024,20240331,CUS00618,1,EMP0009,Cash,Completed,1812,890
ORD0010362,31/03/2024,20240331,CUS02254,3,EMP0067,  Fawry  ,Completed,160,70
ORD0011750,31/03/2024,20240331,CUS01255,15,EMP0204,  Debit Card  ,Completed,2460.5,1340
ORD0007170,31/03/2024,20240331,CUS02345,4,EMP0081,Fawry,Completed,2578,1390
ORD0011042,31/03/2024,20240331,CUS02661,2,EMP0034,Vodafone Cash,Completed,119,70
ORD0007990,01/04/2024,20240401,CUS02895,8,EMP0144,Credit Card,Completed,296,180
ORD0006141,01/04/2024,20240401,CUS00081,4,EMP0085,Vodafone Cash,Completed,1448,740
ORD0002327,01/04/2024,20240401,CUS01316,1,EMP0011,Credit Card,Completed,1009,500
ORD0008619,01/04/2024,20240401,CUS02106,13,EMP0185,  Credit Card  ,Completed,384,230
ORD0011921,01/04/2024,20240401,CUS02324,9,EMP0151,Credit Card,Completed,788.5,410
ORD0004261,01/04/2024,20240401,CUS02037,2,EMP0038,  InstaPay  ,Completed,512.5,290
ORD0008174,01/04/2024,20240401,CUS01262,8,EMP0141,Credit Card,Completed,90,40
ORD0005336,01/04/2024,20240401,CUS01036,4,,Vodafone Cash,Completed,2261,1740
ORD0007320,02/04/2024,20240402,CUS01755,2,EMP0054,Fawry,Completed,160,70
ORD0001512,02/04/2024,20240402,CUS00271,4,EMP0088,Debit Card,Completed,712,380
ORD0000706,02/04/2024,20240402,CUS00084,12,EMP0182,Debit Card,Returned,10560,10500
ORD0001674,02/04/2024,20240402,CUS02415,1,EMP0012,  Debit Card  ,Completed,512,260
ORD0008772,02/04/2024,20240402,CUS01088,1,EMP0009,Credit Card,Completed,1749,950
ORD0000413,02/04/2024,20240402,CUS00992,1,EMP0025,Credit Card,Completed,365.5,210
ORD0005554,02/04/2024,20240402,CUS02663,4,EMP0079,Fawry,Completed,3223,1730
ORD0010764,02/04/2024,20240402,CUS01775,15,EMP0211,Cash,Completed,15690,13430
ORD0005922,02/04/2024,20240402,CUS02343,1,,Vodafone Cash,Completed,576,300
ORD0002617,02/04/2024,20240402,CUS01662,12,EMP0176,Cash,Completed,324,180
ORD0002964,02/04/2024,20240402,CUS01933,10,EMP0152,Credit Card,Completed,900,440
ORD0000404,02/04/2024,20240402,CUS00692,3,EMP0059,Vodafone Cash,Completed,218.5,110
ORD0011841,02/04/2024,20240402,CUS01037,2,EMP0045,InstaPay,Completed,142.5,70
ORD0009856,03/04/2024,20240403,CUS00557,2,EMP0045,InstaPay,Completed,612,320
ORD0002677,03/04/2024,20240403,CUS00821,6,EMP0122,InstaPay,Completed,1132,670
ORD0006334,03/04/2024,20240403,CUS02480,9,EMP0149,  Fawry  ,Completed,5372,5850
ORD0009044,03/04/2024,20240403,CUS00953,4,EMP0083,InstaPay,Completed,1996,1040
ORD0001604,03/04/2024,20240403,CUS01841,3,EMP0069,Fawry,Completed,1293,710
ORD0003371,03/04/2024,20240403,CUS00641,7,EMP0131,Vodafone Cash,Completed,504,250
ORD0000567,03/04/2024,20240403,CUS00411,6,EMP0115,Debit Card,Completed,472,290
ORD0009253,03/04/2024,20240403,CUS02402,10,EMP0155,Debit Card,Completed,399,200
ORD0000818,03/04/2024,20240403,CUS02582,11,EMP0169,Fawry,Completed,256.5,120
ORD0003551,03/04/2024,20240403,CUS02550,3,EMP0057,Credit Card,Completed,1355,710
ORD0002614,04/04/2024,20240404,CUS02347,2,EMP0032,InstaPay,Completed,225,120
ORD0009532,04/04/2024,20240404,CUS00981,7,EMP0130,InstaPay,Returned,1699,900
ORD0005795,04/04/2024,20240404,CUS00541,4,EMP0085,InstaPay,Returned,142.5,70
ORD0011815,04/04/2024,20240404,CUS02303,6,EMP0125,Cash,Returned,1135,590
ORD0001789,04/04/2024,20240404,CUS00420,5,EMP0103,Credit Card,Completed,392.5,200
ORD0002560,04/04/2024,20240404,CUS00837,7,EMP0127,Credit Card,Completed,11350,8970
ORD0006765,04/04/2024,20240404,CUS01455,12,EMP0174,Vodafone Cash,Cancelled,909,450
ORD0000021,04/04/2024,20240404,CUS00826,3,EMP0074,  Fawry  ,Completed,480,210
ORD0003575,04/04/2024,20240404,CUS01897,1,,Vodafone Cash,Completed,161,110
ORD0002673,04/04/2024,20240404,CUS01708,7,EMP0132,InstaPay,Completed,160,70
ORD0008116,04/04/2024,20240404,CUS00015,12,EMP0179,  Debit Card  ,Completed,1575,850
ORD0007866,04/04/2024,20240404,CUS01161,14,EMP0201,  Credit Card  ,Completed,549,300
ORD0004275,04/04/2024,20240404,CUS00302,4,EMP0084,Cash,Completed,286,140
ORD0005486,04/04/2024,20240404,CUS02128,10,EMP0159,  Cash  ,Completed,240,110
ORD0007126,05/04/2024,20240405,CUS00402,11,EMP0166,Debit Card,Completed,822,420
ORD0000851,05/04/2024,20240405,CUS02319,4,EMP0091,Fawry,Completed,670,320
ORD0006749,05/04/2024,20240405,CUS00820,1,EMP0021,  InstaPay  ,Completed,1130,560
ORD0011161,05/04/2024,20240405,CUS01035,1,EMP0007,Debit Card,Completed,306,180
ORD0007314,05/04/2024,20240405,CUS01469,1,EMP0026,InstaPay,Completed,2944,1620
ORD0011910,05/04/2024,20240405,CUS01009,1,EMP0008,InstaPay,Completed,4473,3310
ORD0009967,05/04/2024,20240405,CUS01444,4,EMP0094,Credit Card,Completed,10803.5,8450
ORD0000496,05/04/2024,20240405,CUS02934,2,EMP0030,Debit Card,Completed,437,220
ORD0000200,05/04/2024,20240405,CUS01320,4,EMP0090,InstaPay,Returned,1470,690
ORD0001555,05/04/2024,20240405,CUS01550,4,EMP0086,Fawry,Completed,1266,620
ORD0008422,05/04/2024,20240405,CUS02784,2,,Credit Card,Returned,1192,590
ORD0010118,05/04/2024,20240405,CUS01218,5,EMP0112,Vodafone Cash,Completed,812,420
ORD0004781,05/04/2024,20240405,CUS02624,4,EMP0083,Credit Card,Completed,2273.5,1270
ORD0011885,06/04/2024,20240406,CUS01808,4,EMP0092,Fawry,Completed,442,280
ORD0000757,06/04/2024,20240406,CUS00391,2,EMP0043,  Fawry  ,Completed,3895,2180
ORD0001779,06/04/2024,20240406,CUS01232,2,EMP0049,Debit Card,Returned,105,70
ORD0003001,06/04/2024,20240406,CUS01675,7,EMP0135,Vodafone Cash,Completed,3315,2000
ORD0011033,06/04/2024,20240406,CUS02186,12,EMP0177,Credit Card,Completed,940,460
ORD0008784,06/04/2024,20240406,CUS01665,9,EMP0145,  Fawry  ,Completed,1884,1000
ORD0000302,06/04/2024,20240406,CUS00867,15,EMP0207,Debit Card,Completed,1350,660
ORD0005076,06/04/2024,20240406,CUS00640,2,EMP0051,Debit Card,Returned,140,60
ORD0005933,06/04/2024,20240406,CUS02558,2,EMP0048,Credit Card,Completed,630,310
